Time [ms], Elem0, Elem1, Elem2, Elem3, Elem4, Elem5, Elem6, Elem7, Elem8, Elem9, Elem10, Elem11, Elem12
12432, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
12452, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
12472, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
12492, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
12513, 0, 0, 0, -0.0809848, 0.000497434, 0, 0.00209622, -0.0809848, 0.000497434, 0, 0.00209622, -0.0809848, 0.000497434
12534, 0, 0.00209622, -0.0809848, 0.000497434, 0, 0.00209622, -0.0809848, 0.000994868, 0, 0.00209622, -0.0809848, 0.000994868, 0
12555, 0, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0.00247472, -0.00209622, -0.0809848, 0.0014923, 0.00371207, -0.00314433
12576, -0.0809848, 0.00198974, 0.00123736, -0.00419245, -0.0809848, 0.00248717, 0, -0.00419245, -0.0809848, 0.0014923, 0, -0.00524056, -0.0809848
12597, 0.0014923, 0, -0.00524056, -0.0809848, 0.00198974, 0, -0.00314433, -0.0809848, 0.00198974, 0, -0.00209622, -0.0809848, 0.00198974
12618, 0, -0.00104811, -0.0809848, 0.00198974, 0.00123736, 0, -0.0809848, 0.00198974, 0.00247472, 0.00104811, -0.0809848, 0.00198974, 0.00247472
12639, 0.00209622, -0.0809848, 0.00198974, 0.00247472, 0.00314433, -0.0809848, 0.00248717, 0.00494943, 0.00314433, -0.0809848, 0.0029846, 0.00371207, 0
12659, -0.0809848, 0.0029846, 0.00371207, -0.00104811, -0.0809848, 0.0029846, 0.00247472, -0.00209622, -0.0809848, 0.0029846, 0.00247472, -0.00209622, -0.0809848
12679, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
12699, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
12719, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
12740, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
12761, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
12782, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
12803, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
12824, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
12845, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
12866, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
12887, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
12908, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
12929, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
12950, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
12970, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
12990, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
13010, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
13030, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605
13091, 0.0029846, 0.00247472, -0.00209622, -0.0809848, 0.00198974, 0.00123736, -0.00104811, -0.0809848, 0.00198974, 0.00123736, -0.00104811, -0.0809848, 0.00198974
13111, 0.00123736, 0, -0.0809848, 0.0014923, 0.00123736, -0.00104811, -0.0809848, 0.00198974, 0.00123736, -0.00104811, -0.0809848, 0.00198974, 0.00123736
13131, -0.00104811, -0.0809848, 0.0014923, 0.00123736, -0.00104811, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0.00247472, -0.00314433
13151, -0.0809848, 0.000994868, 0.00247472, -0.00314433, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0.00247472, -0.00209622, -0.0809848
13171, 0.000994868, 0.00247472, -0.00104811, -0.0809848, 0.000994868, 0.00247472, -0.00104811, -0.0809848, 0.000994868, 0.00247472, -0.00104811, -0.0809848, 0.000994868
13191, 0.00123736, 0, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0
13211, -0.00209622, -0.0809848, 0.00248717, 0.00123736, -0.00314433, -0.0809848, 0.00348204, 0.00247472, -0.00209622, -0.0809848, 0.00348204, 0.00247472, -0.00209622
13232, -0.0809848, 0.0029846, 0.00123736, -0.00209622, -0.0809848, 0.0029846, 0.00247472, -0.00209622, -0.0809848, 0.0029846, 0.00247472, -0.00209622, -0.0809848
13253, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
13274, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
13295, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
13316, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
13337, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
13358, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
13379, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
13400, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
13421, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
13442, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
13463, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
13484, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
13505, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
13526, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
13547, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
13547, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
13547, 0.0029846, 0.00123736, -0.00209622, -0.0809848, 0.00248717, 0.00123736, -0.00419245, -0.0809848, 0.00198974, 0, -0.00524056, -0.0809848, 0.0014923
13568, 0, -0.00628867, -0.0809848, 0.0014923, 0, -0.00419245, -0.0809848, 0.00198974, 0, -0.00209622, -0.0809848, 0.00198974, 0
13589, -0.00104811, -0.0809848, 0.000994868, 0, 0, -0.0809848, 0.000497434, 0, -0.00104811, -0.0809848, 0.000497434, 0, 0
13610, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0, -0.00209622, -0.0809848
13631, 0.000994868, 0, -0.00209622, -0.0809848, 0.00198974, 0, 0.00104811, -0.0809848, 0.00198974, 0.00123736, 0.00209622, -0.0809848, 0.00198974
13652, 0.00123736, 0, -0.0809848, 0.0014923, 0.00247472, -0.00104811, -0.0809848, 0.000994868, 0.00371207, -0.00209622, -0.0809848, 0.000994868, 0.00371207
13673, -0.00209622, -0.0809848, 0.00198974, 0.00247472, -0.00209622, -0.0809848, 0.00198974, 0.00123736, -0.00209622, -0.0809848, 0.00198974, 0.00247472, -0.00104811
13693, -0.0809848, 0.0014923, 0.00371207, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848
13713, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
13733, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
13753, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
13773, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
13793, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
13813, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
13833, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
13853, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
13873, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
13893, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
13913, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
13933, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
13953, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
13973, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
13993, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
14013, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
14033, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846
14053, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605, 16.9649, -0.0809848, -0.029846, 14.4605
14114, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868
14134, 0.00123736, -0.00209622, -0.0809848, 0.00198974, 0.00123736, -0.00209622, -0.0809848, 0.00248717, 0.00123736, -0.00209622, -0.0809848, 0.00248717, 0.00123736
14154, -0.00209622, -0.0809848, 0.00248717, 0.00123736, -0.00209622, -0.0809848, 0.00248717, 0.00247472, -0.00104811, -0.0809848, 0.00248717, 0.00247472, -0.00104811
14174, -0.0809848, 0.00248717, 0.00371207, -0.00104811, -0.0809848, 0.00248717, 0.00247472, -0.00104811, -0.0809848, 0.00248717, 0.00247472, -0.00104811, -0.0809848
14195, 0.00248717, 0.00247472, 0.00104811, -0.0809848, 0.00198974, 0.00123736, 0.00209622, -0.0809848, 0.00248717, 0.00247472, 0.00209622, -0.0809848, 0.0014923
14216, 0.00123736, 0.00104811, -0.0809848, 0.00248717, 0.00123736, 0.00104811, -0.0809848, 0.0014923, 0.00123736, 0.00104811, -0.0809848, 0.000994868, 0.00123736
14237, 0.00104811, -0.0809848, 0.000994868, 0, 0.00104811, -0.0809848, 0.000994868, 0, 0.00104811, -0.0809848, 0.000994868, 0, 0.00104811
14258, -0.0809848, 0.0014923, 0.00371207, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848
14279, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
14300, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
14321, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
14342, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
14363, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
14384, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
14405, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
14426, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
14447, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
14468, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
14489, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
14510, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
14531, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
14552, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
14572, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
14612, 0.000994868, 0, 0.00104811, -0.0809848, 0.00198974, 0, 0.00104811, -0.0809848, 0.0014923, 0, 0.00209622, -0.0809848, 0.0014923
14632, 0, 0.00209622, -0.0809848, 0.0014923, 0, 0.00104811, -0.0809848, 0.0014923, 0, 0.00104811, -0.0809848, 0.0014923, 0
14652, 0.00104811, -0.0809848, 0.0014923, 0, 0.00104811, -0.0809848, 0.000994868, 0, 0.00104811, -0.0809848, 0.000994868, 0, 0.00104811
14672, -0.0809848, 0.000994868, 0, -0.00104811, -0.0809848, 0.000994868, 0, -0.00209622, -0.0809848, 0.00198974, 0, -0.00419245, -0.0809848
14692, 0.00248717, 0, -0.00524056, -0.0809848, 0.00248717, 0, -0.00524056, -0.0809848, 0.00248717, 0, -0.00524056, -0.0809848, 0.00198974
14713, 0, -0.00209622, -0.0809848, 0.0014923, 0, -0.00209622, -0.0809848, 0.0014923, 0, -0.00209622, -0.0809848, 0.0014923, 0
14734, 0, -0.0809848, 0.0014923, 0, 0.00104811, -0.0809848, 0.000994868, 0.00123736, 0.00104811, -0.0809848, 0.000994868, 0.00123736, 0
14755, -0.0809848, 0.000994868, 0.00123736, 0, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848, 0.000994868, 0.00123736, -0.00209622, -0.0809848
14776, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0318358, 14.4605, 16.9587, -0.0809848, -0.0303435
14797, 14.467, 16.9649, -0.0944823, -0.0303435, 14.467, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627
14818, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649
14839, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0308409, 14.4627, 16.9649, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823
14859, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383
14879, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0313383, 14.4605, 16.9556, -0.0944823, -0.0318358, 14.4627
14899, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525
14919, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823, -0.0318358, 14.4627, 16.9525, -0.0944823
14939, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358
14959, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0318358, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648
14979, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525
14999, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823, -0.0323332, 14.4648, 16.9525, -0.0944823
15019, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383
15039, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648, 16.9587, -0.0944823, -0.0313383, 14.4648
15059, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587
15079, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848, -0.0303435, 14.4627, 16.9587, -0.0809848
